FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Mousa,Dembele,MID,TOT,4900000,0,8,0.38095238095238104,7.77453838678328e-08,1.63265306122449e-06,0,125775,0,3,0,0,0,0,0,1.6,16794,-1,1,8,1,0.0,0,0.0,0,0,1,0,0,1.8,62423,0,0,0,0,288,297,-1,0,58,Bournemouth,Liverpool,Man Utd,Crystal Palace,Arsenal,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,13.1
Laurent,Depoitre,FWD,HUD,5200000,2,14,3.5,6.73076923076923e-07,2.6923076923076902e-06,0,13847,0,5,0,0,0,1,0,2.7,2275,-3,0,14,3,0.8,0,4.3,3,0,1,0,0,0.3,18544,0,0,0,0,277,4931,0,0,45,Swansea,Man Utd,Liverpool,West Brom,Bournemouth,3.9,3.0,3.0,3.8,3.6,2.6,1.9,3.8,4.7,2.3,4.4,3.8,4.7,2.9,3.2,4.7,3.8,4.5,2.4,4.6,3.1,3.8,2.5,4.7,3.0,3.3,2.7,3.4,4.7,2.9,4.9,18.8
Mohamed,Diame,MID,NEW,4800000,1,5,0.23809523809523803,4.96031746031746e-08,1.04166666666667e-06,0,9371,0,0,0,0,0,0,0,1.0,605,-2,0,5,2,0.1,0,0.7,0,0,0,0,0,0.1,1736,0,0,0,0,48,272,0,0,22,Southampton,Crystal Palace,Burnley,Bournemouth,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.2
Brahim,Diaz,MID,MCI,4800000,0,0,0.0,0.0,0.0,0,2797,0,0,0,0,0,0,0,0.0,157,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,707,0,0,0,0,0,94,0,0,0,Stoke,Burnley,West Brom,Arsenal,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric,Dier,MID,TOT,4900000,3,16,2.3,4.6938775510204106e-07,3.26530612244898e-06,0,112902,2,4,0,0,0,0,0,3.2,14283,-1,1,16,1,0.5,0,2.3,0,0,4,0,0,3.4,72088,0,0,0,0,607,19637,-1,0,89,Bournemouth,Liverpool,Man Utd,Crystal Palace,Arsenal,1.9,1.3,1.3,1.6,1.6,1.3,2.1,2.5,1.3,1.5,1.6,2.3,1.2,2.2,3.3,2.0,2.6,1.2,1.4,2.5,2.7,1.2,2.4,1.5,2.6,1.8,1.2,1.7,1.2,1.9,1.6,21.8
Mame Biram,Diouf,FWD,STK,5400000,9,22,3.7,6.85185185185185e-07,4.07407407407407e-06,0,20277,0,10,0,0,0,1,0,4.1,5501,-1,0,22,1,0.8,0,4.3,3,0,1,0,1,0.8,36527,0,0,0,0,540,25003,0,0,88,Man City,Bournemouth,Watford,Leicester,Brighton,2.6,5.3,4.2,4.7,3.0,4.4,5.3,3.2,3.5,3.2,5.4,4.6,2.8,3.1,4.4,2.2,3.8,3.4,3.4,5.4,2.9,3.6,3.3,5.4,1.8,2.7,2.2,3.6,2.7,5.3,3.7,30.3
Abdoulaye,Doucoure,MID,WAT,5300000,10,38,5.4,1.0188679245283002e-06,7.16981132075472e-06,0,242772,2,12,0,0,0,3,0,7.3,38474,3,-1,38,-3,0.8,0,4.0,8,0,3,0,0,13.6,832076,0,0,0,1,630,185817,1,0,152,Arsenal,Chelsea,Stoke,Everton,West Ham,8.0,8.1,5.3,7.6,7.4,7.2,3.4,3.1,7.6,8.0,4.6,6.2,5.9,4.7,6.0,4.0,7.3,6.5,4.1,6.6,6.4,5.1,6.0,5.5,6.4,4.3,7.2,5.6,8.0,5.7,5.1,39.4
Aleksandar,Dragovic,DEF,LEI,5000000,0,0,0.0,0.0,0.0,0,515,0,0,0,0,0,0,0,0.0,119,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,723,0,0,0,0,0,84,0,0,0,West Brom,Swansea,Everton,Stoke,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel,Drinkwater,MID,CHE,4900000,0,0,0.0,0.0,0.0,0,12701,0,0,0,0,0,0,0,0.0,977,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.2,5037,0,0,0,0,0,178,0,0,0,Crystal Palace,Watford,Bournemouth,Man Utd,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shane,Duffy,DEF,BHA,4500000,0,19,2.7,6e-07,4.2222222222222194e-06,0,15568,2,9,0,0,0,0,0,4.2,2341,0,0,19,0,0.4,0,2.0,3,0,2,0,0,0.6,23811,0,0,0,1,630,2976,0,0,117,Everton,West Ham,Southampton,Swansea,Stoke,2.9,1.4,2.8,2.3,3.3,1.4,4.0,3.4,2.1,2.6,2.7,2.7,2.2,1.6,3.2,2.0,2.4,2.6,3.9,1.6,2.2,3.9,1.4,1.4,2.6,3.1,3.0,2.3,2.1,2.3,1.4,38.0
Paul,Dummett,DEF,NEW,4300000,0,1,0.0476190476190476,1.10741971207087e-08,2.3255813953488398e-07,0,33308,0,0,0,0,0,0,0,0.2,1076,-2,0,1,2,0.0,0,0.0,0,0,0,0,0,0.1,520,0,0,0,0,7,26,0,0,4,Southampton,Crystal Palace,Burnley,Bournemouth,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
Lewis,Dunk,DEF,BHA,4400000,1,16,2.3,5.22727272727273e-07,3.63636363636364e-06,0,45877,0,9,0,0,0,0,0,3.6,5850,-1,0,16,1,0.6,0,2.7,0,0,2,0,0,1.2,24450,1,0,0,0,630,5972,0,0,116,Everton,West Ham,Southampton,Swansea,Stoke,2.3,1.2,2.2,1.7,2.6,1.2,3.4,2.7,1.6,2.0,2.1,2.1,1.7,1.2,2.6,1.5,1.8,2.1,3.2,1.2,1.7,3.2,1.2,1.2,2.0,2.5,2.6,1.8,1.6,1.8,1.2,29.2
Nathan,Dyer,MID,SWA,4400000,0,0,0.0,0.0,0.0,0,2131,0,0,0,0,0,0,0,0.0,428,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,2666,0,0,0,0,0,1702,0,0,0,Huddersfield,Leicester,Arsenal,Brighton,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Ederson,GLK,MCI,5500000,8,32,4.6,8.36363636363636e-07,5.81818181818182e-06,0,93593,0,2,0,11,0,0,0,5.8,8354,0,0,32,0,1.2,0,6.7,2,0,4,0,0,4.5,84359,0,0,0,0,585,30525,0,0,127,Stoke,Burnley,West Brom,Arsenal,Leicester,5.9,4.9,5.8,6.9,4.1,6.0,5.0,6.9,3.9,6.2,4.3,5.8,5.0,6.3,4.9,4.4,5.6,6.3,5.9,4.7,3.4,4.3,5.1,6.9,4.5,4.2,6.7,4.1,4.6,5.6,6.8,9.4
,Eduardo,GLK,CHE,4800000,0,0,0.0,0.0,0.0,0,2129,0,0,0,0,0,0,0,0.0,151,-2,1,0,2,0.0,0,0.0,0,0,0,0,0,0.1,489,0,0,0,0,0,66,-1,0,0,Crystal Palace,Watford,Bournemouth,Man Utd,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert,Elliot,GLK,NEW,4100000,2,26,3.7,9.024390243902441e-07,6.34146341463415e-06,0,102779,0,6,0,18,0,0,0,6.3,16478,1,0,26,-1,0.6,0,2.3,1,0,2,0,0,25.5,544018,0,0,0,1,630,68788,0,0,120,Southampton,Crystal Palace,Burnley,Bournemouth,Man Utd,4.6,5.2,3.8,4.8,2.2,4.0,3.7,4.0,3.9,4.3,1.9,2.7,3.0,5.6,3.1,3.4,2.5,4.1,4.5,3.5,3.0,2.6,4.1,4.6,4.6,2.4,5.6,2.6,5.2,5.0,3.6,12.8
Mohamed,Elneny,MID,ARS,4500000,1,9,0.42857142857142894,9.52380952380952e-08,2e-06,0,142040,1,3,0,0,0,0,0,2.0,11279,0,0,9,0,0.3,0,1.3,0,0,1,0,1,2.8,123137,0,0,0,0,173,6776,0,0,38,Watford,Everton,Swansea,Man City,Tottenham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,12.8
Christian,Eriksen,MID,TOT,9700000,3,45,6.4,6.597938144329899e-07,4.63917525773196e-06,0,448336,0,3,0,0,0,2,0,4.6,79764,2,0,45,-2,0.5,0,5.0,7,0,5,0,3,25.9,906293,0,0,0,1,573,84686,0,0,169,Bournemouth,Liverpool,Man Utd,Crystal Palace,Arsenal,7.6,6.9,6.6,6.7,7.6,6.6,9.0,9.6,6.8,7.3,7.7,9.4,5.3,9.2,9.6,7.6,9.6,4.6,7.0,9.6,9.5,6.0,8.9,7.4,9.6,8.2,4.1,7.9,4.1,8.4,7.5,73.3
Jonny,Evans,DEF,WBA,4900000,6,13,3.3,6.73469387755102e-07,2.6530612244897998e-06,0,24599,2,7,0,0,0,1,0,2.7,2227,-1,0,13,1,0.8,0,4.0,0,0,1,0,0,0.9,27711,0,0,0,0,360,4921,0,0,68,Leicester,Southampton,Man City,Huddersfield,Chelsea,2.0,3.9,2.5,3.2,3.0,3.9,3.9,4.7,3.5,2.1,2.9,2.6,3.7,4.9,2.2,4.9,2.2,2.1,3.5,3.3,3.9,4.3,3.3,2.5,3.4,2.8,1.8,4.3,2.6,3.0,4.0,12.9
Lukasz,Fabianski,GLK,SWA,4600000,3,33,4.7,1.0217391304347799e-06,7.173913043478259e-06,0,85233,0,8,0,29,0,0,0,7.3,17303,1,-1,33,-1,1.1,0,5.0,3,0,3,0,0,8.1,261766,0,0,0,1,630,34170,1,0,156,Huddersfield,Leicester,Arsenal,Brighton,Burnley,4.8,4.0,4.0,6.2,6.6,5.1,6.8,5.8,5.6,2.8,5.2,5.2,5.1,7.0,3.5,5.8,5.4,6.4,4.8,4.1,6.3,6.4,6.6,4.2,4.6,6.5,4.5,5.0,3.5,5.7,5.2,18.9
Cesc,Fabregas,MID,CHE,6900000,2,18,3.0,4.3478260869565203e-07,2.6086956521739103e-06,0,380709,0,5,0,0,0,1,0,2.6,28288,-1,0,18,1,0.3,0,2.0,3,0,2,0,0,5.4,231266,0,0,0,1,449,37621,0,1,107,Crystal Palace,Watford,Bournemouth,Man Utd,West Brom,3.8,1.5,3.3,1.5,2.7,2.0,2.4,2.7,2.6,3.0,1.8,3.6,2.6,2.4,2.3,2.8,2.4,3.2,3.5,2.4,1.9,2.3,2.9,3.2,1.5,3.6,3.7,2.1,4.5,2.5,3.0,39.6
Adam,Federici,GLK,BOU,4000000,0,0,0.0,0.0,0.0,0,82238,0,0,0,0,0,0,0,0.0,8252,0,0,0,0,0.0,0,0.0,0,0,0,0,0,3.3,10744,0,0,0,0,0,659,0,0,0,Tottenham,Stoke,Chelsea,Newcastle,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sofiane,Feghouli,MID,WHU,5500000,0,0,0.0,0.0,0.0,0,1327,0,0,0,0,0,0,0,0.0,34,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,67,0,0,0,0,0,4,0,0,0,Burnley,Brighton,Crystal Palace,Liverpool,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marouane,Fellaini,MID,MUN,4900000,16,30,1.42857142857143,2.91545189504373e-07,6.1224489795918405e-06,0,88495,0,0,0,0,0,3,0,6.1,49187,-1,0,30,1,1.5,0,7.3,3,0,3,0,0,2.3,165002,0,0,0,1,315,114414,0,0,103,Liverpool,Huddersfield,Tottenham,Chelsea,Newcastle,0.0,0.0,0.0,0.9,1.1,1.1,0.9,0.7,0.7,1.4,0.7,0.7,0.8,0.7,0.9,1.0,0.8,0.9,0.9,0.7,0.7,1.0,1.0,0.7,1.0,0.7,1.0,0.8,1.8,0.7,0.7,34.3
Leroy,Fer,MID,SWA,5400000,1,14,2.0,3.7037037037037e-07,2.59259259259259e-06,0,24781,3,8,0,0,0,0,0,2.6,2584,-1,1,14,1,0.2,0,1.3,0,0,2,0,1,0.4,15194,0,0,0,0,527,1087,-1,0,71,Huddersfield,Leicester,Arsenal,Brighton,Burnley,1.0,1.3,1.2,1.3,1.8,1.6,2.1,1.4,1.1,1.0,2.1,1.4,1.1,2.0,1.0,1.7,1.2,2.2,1.7,1.0,1.3,1.9,1.7,1.0,1.0,1.4,1.7,1.2,1.0,1.9,1.1,22.1
Edimilson,Fernandes,MID,WHU,4400000,0,3,0.14285714285714302,3.24675324675325e-08,6.81818181818182e-07,0,9855,1,6,0,0,0,0,0,0.7,830,-1,1,3,1,0.0,0,0.0,0,0,0,0,0,0.2,2909,0,0,0,0,171,341,-1,0,15,Burnley,Brighton,Crystal Palace,Liverpool,Watford,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.9
Federico,Fernandez,DEF,SWA,4500000,2,28,4.0,8.888888888888891e-07,6.22222222222222e-06,0,59855,0,8,0,0,0,0,0,6.2,9467,0,0,28,0,0.8,0,3.7,5,0,3,0,0,2.9,115215,0,0,0,0,630,10280,0,0,147,Huddersfield,Leicester,Arsenal,Brighton,Burnley,3.8,3.1,3.1,5.1,5.4,4.0,5.5,4.6,4.5,2.1,4.1,4.4,4.0,6.0,2.7,4.6,4.3,5.1,3.8,3.2,5.2,5.1,5.4,3.3,3.6,5.2,3.5,4.0,2.7,4.5,4.1,20.4
,Fernandinho,MID,MCI,5000000,2,20,2.9,5.8e-07,4e-06,0,117548,2,2,0,0,0,0,0,4.0,15214,0,0,20,0,0.5,0,2.7,0,0,5,0,1,4.0,202648,0,0,0,0,630,31362,0,0,111,Stoke,Burnley,West Brom,Arsenal,Leicester,2.7,2.2,2.3,4.2,2.6,2.6,2.0,3.8,1.5,4.1,1.5,3.4,2.6,3.4,1.5,1.7,2.9,2.6,2.8,3.0,1.9,2.1,2.2,2.9,3.2,1.7,3.1,2.7,2.2,2.4,3.2,35.5
,Fernando,MID,MCI,4500000,0,0,0.0,0.0,0.0,0,3776,0,0,0,0,0,0,0,0.0,154,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,337,0,0,0,0,0,46,0,0,0,Stoke,Burnley,West Brom,Arsenal,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam,Field,MID,WBA,4500000,0,6,0.28571428571428603,6.34920634920635e-08,1.33333333333333e-06,0,10923,0,0,0,0,0,0,0,1.3,847,0,0,6,0,0.0,0,0.0,0,0,2,0,0,0.2,15174,0,0,0,0,154,148,0,0,12,Leicester,Southampton,Man City,Huddersfield,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.6
Roberto,Firmino,FWD,LIV,8500000,1,33,4.7,5.529411764705879e-07,3.882352941176471e-06,0,1114230,0,7,0,0,0,2,0,3.8,257610,0,1,33,0,0.2,0,1.7,6,0,2,0,2,19.5,929318,0,0,0,1,471,34218,-1,0,121,Man Utd,Tottenham,Huddersfield,West Ham,Southampton,5.6,4.4,5.7,2.8,5.1,4.6,4.4,3.8,7.0,6.6,4.3,2.4,4.9,6.8,4.0,5.0,4.6,3.5,4.3,4.5,7.0,6.4,2.7,5.1,5.0,4.5,7.0,3.5,7.0,3.9,7.0,52.4
Jon,Flanagan,DEF,LIV,4500000,0,0,0.0,0.0,0.0,0,416,0,0,0,0,0,0,0,0.0,67,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,427,0,0,0,0,0,58,0,0,0,Man Utd,Tottenham,Huddersfield,West Ham,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashley,Fletcher,FWD,WHU,4500000,0,0,0.0,0.0,0.0,0,26184,0,0,0,0,0,0,0,0.0,1337,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.4,3453,0,0,0,0,0,678,0,0,0,Burnley,Brighton,Crystal Palace,Liverpool,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darren,Fletcher,MID,STK,5000000,2,15,2.1,4.2e-07,3e-06,0,24825,0,11,0,0,0,0,0,3.0,2193,0,0,15,0,0.4,0,2.0,0,0,1,0,0,0.6,5665,0,0,0,0,630,639,0,0,79,Man City,Bournemouth,Watford,Leicester,Brighton,1.0,2.5,1.5,2.2,1.0,1.7,2.0,1.9,1.5,1.3,2.8,1.9,1.2,1.6,2.1,1.0,1.7,1.1,1.4,2.1,1.2,1.6,1.1,2.6,1.0,1.1,1.0,1.6,1.0,2.3,2.2,21.2
Phil,Foden,MID,MCI,4800000,0,0,0.0,0.0,0.0,0,1736,0,0,0,0,0,0,0,0.0,116,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,378,0,0,0,0,0,43,0,0,0,Stoke,Burnley,West Brom,Arsenal,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose,Fonte,DEF,WHU,4900000,8,29,5.8,1.18367346938776e-06,5.91836734693878e-06,0,56811,0,6,0,0,0,0,0,5.9,6832,-1,0,29,1,1.2,0,6.0,3,0,3,0,2,2.1,50557,0,0,0,0,433,14528,0,0,113,Burnley,Brighton,Crystal Palace,Liverpool,Watford,5.5,8.7,5.3,8.7,7.1,8.1,3.7,3.5,7.6,8.7,4.4,8.7,4.3,6.7,8.7,5.3,8.7,8.7,4.4,7.9,3.6,5.9,8.3,7.5,8.1,5.7,8.7,2.9,6.7,3.3,8.6,24.6
Fraser,Forster,GLK,SOU,5000000,9,40,5.7,1.14e-06,8e-06,0,130127,0,7,0,24,0,0,0,8.0,15214,0,0,40,0,1.3,0,6.3,5,0,3,0,0,9.0,231803,0,0,1,1,630,55669,0,0,150,Newcastle,West Brom,Brighton,Burnley,Liverpool,6.6,7.1,7.5,5.8,6.7,6.2,6.6,7.3,8.4,5.6,8.5,6.5,8.6,6.0,6.5,8.6,5.0,7.8,7.9,7.3,8.4,7.0,7.4,8.6,6.8,5.3,5.1,6.3,6.9,6.7,4.1,18.6
Ben,Foster,GLK,WBA,4500000,1,25,3.6,8e-07,5.55555555555556e-06,0,223599,1,8,0,12,0,0,0,5.6,48024,0,0,25,0,0.6,0,2.7,1,0,3,0,0,15.4,280409,0,0,0,0,630,6799,0,0,117,Leicester,Southampton,Man City,Huddersfield,Chelsea,2.3,4.5,2.8,3.7,3.4,4.4,4.4,5.1,3.9,2.5,3.4,3.0,4.2,5.4,2.6,5.4,2.5,2.4,4.0,3.8,4.4,4.8,3.8,2.9,3.9,3.2,2.1,4.8,2.9,3.4,4.4,9.9
Timothy,Fosu-Mensah,DEF,CRY,4500000,0,8,1.3,2.88888888888889e-07,1.77777777777778e-06,0,56994,0,12,0,0,0,0,0,1.8,5263,0,0,8,0,0.2,0,0.7,0,0,0,0,0,1.1,25963,0,0,0,0,527,455,0,0,91,Chelsea,Newcastle,West Ham,Tottenham,Everton,0.6,0.6,1.3,1.1,0.8,0.9,0.8,0.8,0.9,0.7,0.6,0.9,1.3,0.6,1.1,0.7,0.6,0.6,0.8,0.6,0.6,0.6,0.9,0.8,1.0,0.6,1.3,1.3,0.6,0.6,1.0,14.4
Juan,Foyth,DEF,TOT,4500000,0,0,0.0,0.0,0.0,0,384,0,0,0,0,0,0,0,0.0,107,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,542,0,0,0,0,0,97,0,0,0,Bournemouth,Liverpool,Man Utd,Crystal Palace,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simon,Francis,DEF,BOU,4400000,6,11,2.2,5e-07,2.5e-06,0,95328,1,5,0,0,0,0,0,2.5,4669,-1,0,11,1,0.7,0,3.0,0,0,1,0,0,1.1,11893,0,0,0,0,394,4250,0,0,75,Tottenham,Stoke,Chelsea,Newcastle,Huddersfield,2.1,1.3,1.6,1.2,2.2,1.8,1.9,1.9,2.6,1.1,2.5,1.1,3.0,2.1,1.5,2.9,1.1,1.7,2.4,1.6,2.2,1.1,1.6,2.6,2.4,3.2,1.1,1.6,2.1,1.5,1.6,12.7
Ryan,Fraser,MID,BOU,5300000,1,8,0.38095238095238104,7.187780772686431e-08,1.50943396226415e-06,0,49799,0,5,0,0,0,0,0,1.5,3750,-2,0,8,2,0.2,0,1.0,0,0,0,0,0,0.4,7015,0,0,0,0,270,73,0,0,32,Tottenham,Stoke,Chelsea,Newcastle,Huddersfield,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,14.3
Christian,Fuchs,DEF,LEI,4900000,9,17,3.4,6.93877551020408e-07,3.4693877551020403e-06,0,97818,0,8,0,0,0,0,0,3.5,5179,-1,0,17,1,0.6,0,3.0,3,0,2,0,0,2.4,26564,0,0,0,0,450,4859,0,0,96,West Brom,Swansea,Everton,Stoke,Man City,4.6,3.6,3.9,2.7,2.6,2.3,3.1,3.6,2.7,4.1,4.8,3.1,4.5,2.2,4.1,3.5,3.6,2.3,3.0,2.2,4.3,4.3,3.2,5.1,3.2,4.1,3.3,3.7,4.1,5.1,4.0,17.1
Jay,Fulton,MID,SWA,4400000,0,0,0.0,0.0,0.0,0,1880,1,0,0,0,0,0,0,0.0,381,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,2537,0,0,0,0,16,693,0,0,-2,Huddersfield,Leicester,Arsenal,Brighton,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramiro,Funes Mori,DEF,EVE,4900000,0,0,0.0,0.0,0.0,0,716,0,0,0,0,0,0,0,0.0,37,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,171,0,0,0,0,0,17,0,0,0,Brighton,Arsenal,Leicester,Watford,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manolo,Gabbiadini,FWD,SOU,6700000,1,16,2.3,3.43283582089552e-07,2.38805970149254e-06,0,313129,0,5,0,0,0,1,0,2.4,17647,-3,0,16,3,0.1,0,1.0,1,0,2,0,0,1.8,111859,0,0,0,0,326,4659,0,0,49,Newcastle,West Brom,Brighton,Burnley,Liverpool,1.5,1.6,2.0,1.2,1.8,2.2,1.7,2.2,2.3,1.7,2.1,1.2,2.3,1.5,2.3,2.7,1.2,2.1,1.9,2.1,2.1,2.2,1.8,2.4,1.5,1.2,1.2,2.0,2.1,2.4,1.2,13.7
,Gabriel,DEF,ARS,5000000,0,0,0.0,0.0,0.0,0,1641,0,0,0,0,0,0,0,0.0,102,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,282,0,0,0,0,0,4,0,0,0,Watford,Everton,Swansea,Man City,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
