FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Almen,Abdi,MID,WAT,5000000,0,0,0.0,0.0,0.0,0,144,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,58,0,250,0,0,0,4,0,0,0,Everton,Man City,Sunderland,Crystal Palace,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlie,Adam,MID,STK,4700000,3,15,0.3571428571428571,7.59878419452888e-08,3.1914893617021303e-06,0,4233,3,4,0,0,0,0,0,3.2,466,-3,0,15,3,0.7,0,3.3,0,0,2,0,1,0.1,3481,0,109,0,0,497,530,0,0,62,Arsenal,Southampton,Leicester,Liverpool,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Albert,Adomah,MID,MID,5400000,0,3,1.5,2.77777777777778e-07,5.55555555555556e-07,0,9990,0,2,0,0,0,0,0,0.6,34,-1,0,3,1,0.0,0,0.0,0,0,0,0,0,0.0,672,0,0,0,0,122,11,0,0,6,Southampton,Liverpool,Swansea,Burnley,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Adrian,GLK,WHU,4900000,0,37,3.4,6.93877551020408e-07,7.55102040816327e-06,0,81368,1,20,0,37,0,0,0,7.6,4427,-1,0,37,1,0.0,0,0.0,3,0,3,0,0,2.3,52747,0,356,0,0,990,203,0,0,198,Liverpool,Burnley,Hull City,Swansea,Leicester,4.0,4.5,4.1,3.4,2.1,3.1,3.9,3.3,3.2,3.4,4.1,3.3,3.4,3.3,3.6,3.6,4.5,3.6,2.6,4.3,4.3,4.0,5.1,2.8
Ibrahim,Afellay,MID,STK,5400000,0,0,0.0,0.0,0.0,0,441,0,0,0,0,0,0,0,0.0,17,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,185,0,270,0,0,0,17,0,0,0,Arsenal,Southampton,Leicester,Liverpool,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benik,Afobe,FWD,BOU,5600000,4,13,1.3,2.3214285714285698e-07,2.32142857142857e-06,0,22064,0,2,0,0,0,0,0,2.3,350,-4,0,13,4,0.4,0,2.0,0,0,0,0,1,0.3,6081,0,146,0,0,181,901,0,0,19,Burnley,Leicester,Southampton,Chelsea,Swansea,0.6,1.3,1.0,0.6,0.8,0.8,0.9,0.9,1.0,0.6,1.0,0.6,0.6,1.2,1.2,0.6,0.6,0.8,0.6,0.8,0.6,0.8,1.3,0.6
Sergio,Aguero,FWD,MCI,12900000,-1,74,6.2,4.8062015503876e-07,5.73643410852713e-06,0,2536376,3,13,0,0,0,10,0,5.7,941201,-1,2,74,1,0.3,1,4.3,16,0,2,0,1,21.5,1628106,0,789,0,4,1006,1300,-2,1,284,Leicester,Watford,Arsenal,Hull City,Liverpool,0.0,0.0,0.0,0.0,7.7,9.3,7.4,8.5,8.2,8.1,7.2,7.9,7.8,7.7,9.0,8.3,7.2,8.2,7.6,8.0,8.2,8.2,9.2,8.1
Ola,Aina,DEF,CHE,4600000,0,1,0.0238095238095238,5.175983436853e-09,2.1739130434782601e-07,0,4372,0,0,0,0,0,0,0,0.2,52,-4,0,1,4,0.0,0,0.0,0,0,0,0,0,0.1,440,0,0,0,0,9,21,0,0,3,West Brom,Sunderland,Crystal Palace,Bournemouth,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nathan,Ake,DEF,BOU,4300000,7,25,0.595238095238095,1.3842746400885903e-07,5.81395348837209e-06,0,45036,0,8,0,0,0,2,0,6.0,2151,-2,-1,25,2,1.8,0,7.7,3,0,1,0,0,3.3,100178,0,232,0,1,285,57945,1,0,97,Burnley,Leicester,Southampton,Chelsea,Swansea,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Chuba,Akpom,FWD,ARS,5100000,0,0,0.0,0.0,0.0,0,8473,0,0,0,0,0,0,0,0.0,59,-4,0,0,4,0.0,0,0.0,0,0,0,0,0,0.1,1151,0,0,0,0,0,14,0,0,0,Stoke,Everton,Man City,West Brom,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marc,Albrighton,MID,LEI,5000000,2,24,2.2,4.4e-07,4.8e-06,0,55319,1,14,0,0,0,0,0,4.8,1124,-5,0,24,5,0.3,0,1.7,0,0,4,0,0,0.7,9064,0,519,0,0,771,135,0,0,109,Man City,Bournemouth,Stoke,Everton,West Ham,1.4,1.1,1.1,2.2,1.8,1.3,1.5,1.1,1.1,2.0,1.2,1.4,1.9,1.1,1.1,1.7,2.7,1.1,1.1,1.7,1.1,2.1,1.1,2.2
Toby,Alderweireld,DEF,TOT,6300000,0,31,3.9,6.19047619047619e-07,4.920634920634919e-06,0,568550,0,3,0,0,0,0,0,4.9,7532,-2,0,31,2,0.0,0,0.0,0,0,4,0,0,9.9,72507,0,598,0,0,689,1753,0,0,157,Man Utd,Hull City,Burnley,Southampton,Watford,2.9,5.1,5.5,3.9,3.8,4.4,5.1,3.5,2.9,4.6,4.3,5.5,5.4,4.0,5.6,3.2,3.8,4.9,5.8,2.4,5.4,4.6,4.0,4.1
Trent,Alexander-Arnold,MID,LIV,4400000,0,0,0.0,0.0,0.0,0,1009,0,0,0,0,0,0,0,0.0,42,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,860,0,0,0,0,0,36,0,0,0,West Ham,Middlesbrough,Everton,Stoke,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe,Allen,MID,STK,5300000,1,58,4.5,8.49056603773585e-07,1.09433962264151e-05,0,446610,4,17,0,0,0,4,0,10.9,66834,3,0,58,-3,0.1,0,0.7,9,0,3,0,2,12.2,844906,0,132,0,1,1012,7727,0,0,255,Arsenal,Southampton,Leicester,Liverpool,Chelsea,3.6,5.1,6.2,2.6,3.5,5.1,5.5,5.0,5.4,4.4,4.4,3.5,4.9,4.0,3.8,4.9,4.3,3.6,4.7,5.0,4.5,4.0,3.1,4.2
Bamidele,Alli,MID,TOT,8100000,9,57,4.4,5.4320987654321e-07,7.037037037037041e-06,0,381972,2,7,0,0,0,3,0,7.0,7133,-4,0,57,4,0.6,0,5.0,3,0,5,0,4,5.0,131196,0,666,0,0,986,7441,0,0,176,Man Utd,Hull City,Burnley,Southampton,Watford,4.1,5.1,6.2,3.4,4.2,4.2,4.8,3.3,4.7,5.3,2.2,4.8,5.7,3.7,5.4,3.5,4.2,5.5,5.7,4.1,3.4,3.4,5.4,4.0
Ryan,Allsop,GLK,BOU,4000000,0,0,0.0,0.0,0.0,0,142,0,0,0,0,0,0,0,0.0,62,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,906,0,0,0,0,0,316,0,0,0,Burnley,Leicester,Southampton,Chelsea,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcos,Alonso,DEF,CHE,6300000,6,54,6.0,9.52380952380952e-07,8.571428571428571e-06,0,23305,1,2,0,0,0,1,0,8.7,4250,3,-1,54,-3,0.7,0,4.7,2,0,6,0,2,7.3,304681,0,0,0,1,756,59853,1,0,214,West Brom,Sunderland,Crystal Palace,Bournemouth,Stoke,8.4,6.2,7.7,9.0,8.2,6.8,5.3,8.3,7.0,8.0,6.6,8.1,7.4,8.4,7.8,8.3,7.4,6.9,6.2,8.9,6.7,7.9,7.6,8.1
Daniel,Amartey,MID,LEI,4500000,2,23,2.1,4.66666666666667e-07,5.11111111111111e-06,0,6676,2,18,0,0,0,0,0,5.1,387,0,0,23,0,0.4,0,1.7,0,0,2,0,1,0.2,7898,0,23,0,0,837,105,0,0,129,Man City,Bournemouth,Stoke,Everton,West Ham,1.3,1.0,1.0,2.1,1.6,1.2,1.4,1.0,1.0,1.9,1.1,1.3,1.8,1.0,1.0,1.6,2.5,1.0,1.0,1.6,1.0,1.9,1.0,2.0
Jordi,Amat,DEF,SWA,4100000,-1,12,1.1,2.68292682926829e-07,2.92682926829268e-06,0,200399,4,25,0,0,0,0,0,2.9,9846,1,0,12,-1,0.1,0,0.3,0,0,1,0,0,12.8,334008,0,63,0,0,990,6427,0,0,172,Sunderland,West Brom,Middlesbrough,West Ham,Bournemouth,0.6,0.6,0.6,1.0,0.9,0.6,1.0,0.8,0.8,0.6,0.6,0.6,0.8,0.7,0.6,0.6,0.7,0.9,0.6,0.8,0.6,0.7,0.6,0.7
Nordin,Amrabat,MID,WAT,5000000,2,33,2.5,5e-07,6.6e-06,0,8410,3,22,0,0,0,0,0,6.6,408,0,0,33,0,0.3,0,1.7,5,0,2,0,2,0.1,9352,0,74,0,0,969,245,0,0,130,Everton,Man City,Sunderland,Crystal Palace,Tottenham,2.4,1.5,2.2,1.8,1.8,1.8,2.1,1.4,1.3,2.7,1.9,1.9,2.2,1.2,1.7,2.9,1.9,1.2,2.0,1.8,1.5,1.9,1.5,1.5
Keshi,Anderson,FWD,CRY,4500000,0,0,0.0,0.0,0.0,0,2175,0,0,0,0,0,0,0,0.0,26,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1598,0,0,0,0,0,23,0,0,0,Hull City,Man Utd,Chelsea,Watford,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Angelino,DEF,MCI,4300000,0,0,0.0,0.0,0.0,0,2092,0,0,0,0,0,0,0,0.0,42,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,749,0,0,0,0,0,27,0,0,0,Leicester,Watford,Arsenal,Hull City,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Victor,Anichebe,FWD,SUN,4700000,2,29,4.8,1.02127659574468e-06,6.17021276595745e-06,0,34530,1,5,0,0,0,3,0,6.2,16717,2,0,29,-2,1.2,0,5.7,5,0,1,0,1,4.8,222905,0,0,0,1,375,50799,0,0,115,Swansea,Chelsea,Watford,Man Utd,Burnley,5.9,5.8,6.3,4.8,4.8,7.2,6.0,4.9,6.6,5.6,6.6,4.4,6.7,5.1,7.2,5.0,5.0,6.2,7.0,5.2,6.8,5.8,6.8,4.2
Michail,Antonio,MID,WHU,6700000,0,61,4.7,7.01492537313433e-07,9.104477611940302e-06,0,701415,4,23,0,0,0,6,0,9.0,54009,-3,1,61,3,0.4,0,2.7,4,0,3,0,1,6.8,767534,0,452,0,2,1103,2545,-1,0,211,Liverpool,Burnley,Hull City,Swansea,Leicester,2.6,6.6,5.4,5.0,4.9,5.7,5.0,5.2,4.2,4.2,5.0,5.0,4.4,4.0,6.8,4.8,3.6,5.4,5.5,6.0,4.7,4.9,4.2,4.3
Ikechi,Anya,MID,WAT,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,5764,0,0,0,0,0,0,0,0.2,56,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.1,342,0,176,0,0,10,3,0,0,3,Everton,Man City,Sunderland,Crystal Palace,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alvaro,Arbeloa,DEF,WHU,4600000,-1,0,0.0,0.0,0.0,0,4468,3,9,0,0,0,0,0,0.0,126,-4,0,0,4,-0.1,0,-0.3,0,0,0,0,0,0.1,4732,0,0,0,0,258,117,0,0,34,Liverpool,Burnley,Hull City,Swansea,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott,Arfield,MID,BUR,5200000,2,32,0.7619047619047621,1.46520146520147e-07,6.15384615384615e-06,0,5396,2,15,0,0,0,1,0,6.2,238,-3,0,32,3,0.3,0,1.7,3,0,3,0,1,0.1,3009,0,0,0,1,802,74,0,0,112,Bournemouth,West Ham,Tottenham,Middlesbrough,Sunderland,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Marko,Arnautovic,MID,STK,7200000,6,36,2.8,3.88888888888889e-07,5e-06,0,79853,5,17,0,0,0,1,0,5.0,3378,-3,0,36,3,0.5,0,3.7,0,0,4,0,2,0.9,36895,0,528,0,0,1120,408,0,0,132,Arsenal,Southampton,Leicester,Liverpool,Chelsea,1.7,2.5,3.3,1.4,1.6,2.5,2.8,2.5,2.7,2.1,2.1,1.6,2.4,1.9,1.8,2.4,2.0,1.7,2.3,2.4,2.1,1.9,1.4,2.0
Harry,Arter,MID,BOU,5000000,2,34,2.4,4.8e-07,6.8e-06,0,11406,3,22,0,0,0,0,0,6.8,732,0,0,34,0,0.3,0,1.7,2,0,4,0,2,0.3,13942,0,188,0,0,1213,658,0,1,211,Burnley,Leicester,Southampton,Chelsea,Swansea,1.2,3.0,2.3,1.2,1.4,1.3,1.4,2.3,2.0,1.2,1.6,1.2,1.4,2.0,2.2,1.2,1.2,1.7,1.2,2.2,1.7,2.0,2.8,1.4
Takuma,Asano,FWD,ARS,4900000,0,0,0.0,0.0,0.0,0,4152,0,0,0,0,0,0,0,0.0,32,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,473,0,0,0,0,0,17,0,0,0,Stoke,Everton,Man City,West Brom,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel,Asoro,MID,SUN,4400000,0,1,0.0238095238095238,5.41125541125541e-09,2.2727272727272702e-07,0,490,0,0,0,0,0,0,0,0.2,14,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.0,436,0,0,0,0,10,11,0,0,3,Swansea,Chelsea,Watford,Man Utd,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlie,Austin,FWD,SOU,6800000,1,59,4.5,6.617647058823529e-07,8.67647058823529e-06,0,483426,1,7,0,0,0,6,0,8.6,272132,3,1,59,-3,0.6,0,4.0,10,0,6,0,1,11.7,863726,0,32,0,1,866,45675,-1,0,211,Middlesbrough,Stoke,Bournemouth,Tottenham,West Brom,0.0,0.0,0.0,0.0,0.0,4.0,4.4,6.8,5.5,6.6,4.8,5.2,4.5,5.6,4.0,6.2,6.2,4.5,6.2,3.8,6.5,4.5,4.6,5.4
Daniel,Ayala,DEF,MID,4900000,0,20,0.47619047619047605,9.718172983479108e-08,4.08163265306122e-06,0,8958,2,5,0,0,0,1,0,4.1,220,-1,0,20,1,0.0,0,0.0,0,0,2,0,0,0.2,5578,0,0,0,0,390,87,0,0,91,Southampton,Liverpool,Swansea,Burnley,Man Utd,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Andre,Ayew,MID,WHU,7100000,1,9,0.214285714285714,3.01810865191147e-08,1.26760563380282e-06,0,270572,0,6,0,0,0,0,0,1.3,493,-4,0,9,4,0.2,0,1.3,0,0,1,0,0,1.1,5598,0,524,0,0,232,118,0,0,26,Liverpool,Burnley,Hull City,Swansea,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cesar,Azpilicueta,DEF,CHE,6200000,2,60,4.3,6.93548387096774e-07,9.67741935483871e-06,0,253629,3,11,0,0,0,0,0,9.7,12117,2,0,60,-2,0.5,0,3.0,7,0,7,0,1,15.9,374877,0,470,0,0,1260,35307,0,0,325,West Brom,Sunderland,Crystal Palace,Bournemouth,Stoke,5.6,3.7,5.0,6.3,5.9,4.2,3.1,5.6,5.0,5.7,4.0,5.1,5.3,5.4,5.6,5.5,4.6,4.6,3.7,6.1,4.1,5.0,5.0,5.1
,Baba Rahman,DEF,CHE,5500000,0,0,0.0,0.0,0.0,0,1020,0,0,0,0,0,0,0,0.0,29,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,133,0,138,0,0,0,17,0,0,0,West Brom,Sunderland,Crystal Palace,Bournemouth,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric,Bailly,DEF,MUN,5300000,0,30,3.3,6.226415094339621e-07,5.6603773584905704e-06,0,467428,3,10,0,0,0,0,0,5.7,3320,-2,0,30,2,0.0,0,0.0,7,0,3,0,0,6.6,182746,0,0,0,0,771,4506,0,0,191,Tottenham,Crystal Palace,West Brom,Sunderland,Middlesbrough,3.8,3.5,3.5,3.4,3.3,4.2,4.9,4.2,3.8,2.1,3.7,3.0,4.4,3.3,3.3,3.8,4.1,2.5,3.2,2.7,3.4,4.5,2.9,3.7
Leighton,Baines,DEF,EVE,5300000,11,35,4.4,8.30188679245283e-07,6.60377358490566e-06,0,390957,1,6,0,0,0,1,0,6.6,1812,-2,0,35,2,0.9,1,4.7,5,0,2,0,1,4.9,245561,0,212,0,0,712,14320,0,0,155,Watford,Arsenal,Liverpool,Leicester,Hull City,4.3,6.2,6.6,2.7,4.7,6.6,5.1,4.5,5.1,6.6,4.3,5.7,3.7,6.1,6.2,4.5,3.3,5.6,6.6,4.9,5.4,4.3,5.9,5.3
Mario,Balotelli,FWD,LIV,6300000,0,0,0.0,0.0,0.0,0,11030,0,0,0,0,0,0,0,0.0,87,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.2,1465,0,0,0,0,0,46,0,0,0,West Ham,Middlesbrough,Everton,Stoke,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patrick,Bamford,FWD,BUR,5000000,0,4,0.0952380952380952,1.9047619047619002e-08,8e-07,0,2467,0,1,0,0,0,0,0,0.8,129,0,0,4,0,0.0,0,0.0,0,0,0,0,0,0.0,3274,0,0,0,0,35,66,0,0,9,Bournemouth,West Ham,Tottenham,Middlesbrough,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex,Baptiste,DEF,MID,4000000,0,0,0.0,0.0,0.0,0,3157,0,0,0,0,0,0,0,0.0,59,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,2442,0,0,0,0,0,15,0,0,0,Southampton,Liverpool,Swansea,Burnley,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phil,Bardsley,DEF,STK,4400000,0,20,2.2,5e-07,4.54545454545455e-06,0,7865,2,9,0,0,0,0,0,4.5,668,-1,0,20,1,0.1,0,0.3,0,0,2,0,0,0.1,6627,0,107,0,0,661,7,0,0,105,Arsenal,Southampton,Leicester,Liverpool,Chelsea,0.0,0.0,0.0,0.0,1.5,1.9,1.4,1.4,2.2,2.0,1.9,1.6,1.7,1.7,1.6,1.1,1.5,2.9,2.0,1.9,2.7,1.8,2.7,1.9
Ross,Barkley,MID,EVE,7000000,0,41,3.4,4.857142857142861e-07,5.85714285714286e-06,0,607285,2,14,0,0,0,2,0,5.8,12202,-5,1,41,5,0.1,0,1.0,5,0,2,0,1,6.4,467791,0,654,0,0,990,1162,-1,0,142,Watford,Arsenal,Liverpool,Leicester,Hull City,2.6,2.4,2.8,2.5,2.4,3.9,2.8,2.2,2.4,4.1,2.8,4.8,1.7,3.4,3.6,1.7,2.6,4.7,4.6,2.0,3.0,2.6,3.9,1.7
Ashley,Barnes,FWD,BUR,4400000,1,10,0.23809523809523803,5.4112554112554095e-08,2.2727272727272702e-06,0,20686,1,3,0,0,0,1,0,2.3,4441,-1,0,10,1,0.2,0,1.0,1,0,0,0,0,1.0,49792,0,0,0,0,182,9017,0,0,34,Bournemouth,West Ham,Tottenham,Middlesbrough,Sunderland,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Antonio,Barragan,DEF,MID,4500000,7,42,3.0,6.66666666666667e-07,9.33333333333333e-06,0,20437,3,15,0,0,0,0,0,9.3,2441,0,0,42,0,0.7,0,3.3,5,0,4,0,0,1.7,67743,0,0,0,0,1238,13117,0,0,251,Southampton,Liverpool,Swansea,Burnley,Man Utd,3.0,4.4,2.8,2.5,2.3,2.8,3.0,4.1,3.2,2.6,3.4,3.2,3.8,2.9,2.4,3.0,3.2,3.6,3.8,2.9,2.5,2.4,3.6,3.7
Modou,Barrow,FWD,SWA,5000000,2,29,2.1,4.2e-07,5.7999999999999995e-06,0,68187,1,18,0,0,0,0,0,5.8,6096,0,0,29,0,0.3,0,1.7,0,0,3,0,2,1.4,91555,0,120,0,0,931,4593,0,0,115,Sunderland,West Brom,Middlesbrough,West Ham,Bournemouth,2.2,1.6,1.6,2.1,1.9,1.9,1.4,1.6,1.9,2.0,2.3,1.3,2.3,2.3,1.3,1.5,1.8,1.9,1.6,1.5,1.5,2.0,1.7,1.6
Gareth,Barry,MID,EVE,4600000,1,35,2.7,5.8695652173913e-07,7.608695652173911e-06,0,273842,6,15,0,0,0,2,0,7.6,10875,1,0,35,-1,0.2,0,1.0,3,0,3,0,0,4.7,330850,0,418,0,0,1103,2669,0,0,172,Watford,Arsenal,Liverpool,Leicester,Hull City,1.8,1.6,1.9,1.7,1.7,2.8,1.9,1.5,1.6,2.9,1.9,3.5,1.4,2.4,2.6,1.4,1.8,3.5,3.3,1.4,2.1,1.8,2.8,1.4
Borja,Baston,FWD,SWA,6900000,1,19,0.452380952380952,6.55624568668047e-08,2.7536231884058e-06,0,8788,0,8,0,0,0,1,0,2.8,226,-1,0,19,1,0.0,0,0.3,1,0,1,0,1,0.1,6022,0,0,0,0,379,73,0,0,54,Sunderland,West Brom,Middlesbrough,West Ham,Bournemouth,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Michy,Batshuayi,FWD,CHE,8500000,1,17,1.9,2.2352941176470603e-07,2e-06,0,103784,0,0,0,0,0,1,0,2.0,604,-5,0,17,5,0.0,0,0.3,1,0,0,0,1,1.0,38016,0,0,0,0,85,279,0,0,50,West Brom,Sunderland,Crystal Palace,Bournemouth,Stoke,1.5,1.4,1.5,1.8,1.4,1.1,1.2,2.1,1.3,1.3,1.2,1.9,1.5,1.6,1.3,1.7,1.7,1.0,1.2,1.7,1.1,1.4,1.2,2.0
Asmir,Begovic,GLK,CHE,4700000,0,0,0.0,0.0,0.0,0,5140,0,0,0,0,0,0,0,0.0,150,-3,1,0,3,0.0,0,0.0,0,0,0,0,0,0.2,1177,0,150,0,0,0,41,-1,0,0,West Brom,Sunderland,Crystal Palace,Bournemouth,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valon,Behrami,MID,WAT,4500000,0,24,1.8,4e-07,5.333333333333329e-06,0,12352,5,20,0,0,0,0,0,5.3,629,0,0,24,0,0.2,0,1.0,0,0,3,0,0,0.3,11492,0,127,0,0,1113,274,0,0,129,Everton,Man City,Sunderland,Crystal Palace,Tottenham,1.4,0.9,1.3,1.1,1.0,1.0,1.2,0.9,0.9,1.7,1.1,1.1,1.3,0.9,0.9,1.8,1.1,0.9,1.2,1.0,0.9,1.1,0.9,0.9
Hector,Bellerin,DEF,ARS,6400000,0,47,4.3,6.71875e-07,7.34375e-06,0,816781,0,11,0,0,0,0,0,7.3,34991,-1,0,47,1,0.0,0,0.0,6,0,4,0,2,15.5,267356,0,541,0,1,990,1237,0,0,214,Stoke,Everton,Man City,West Brom,Crystal Palace,0.0,0.0,4.8,5.2,5.0,5.1,5.2,5.7,5.0,4.4,5.2,5.2,5.5,4.6,5.5,4.1,5.7,5.4,5.2,4.7,4.7,4.0,6.0,5.5
Yohan,Benalouane,DEF,LEI,4000000,0,0,0.0,0.0,0.0,0,7306,0,0,0,0,0,0,0,0.0,122,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,1306,0,15,0,0,0,15,0,0,0,Man City,Bournemouth,Stoke,Everton,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
