FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW38Forecast
Fraser,Forster,GLK,SOU,5000000,2,134,3.5,7e-07,2.68e-05,0,223518,3,48,0,76,0,0,0,26.8,0,0,0,134,0,0,0,0,4,0,14,0,0,5.0,229464,0,233,1,1,3420,0,0,0,625,Stoke,,,,,4.5
Ben,Foster,GLK,WBA,4700000,1,113,3.0,6.382978723404259e-07,2.40425531914894e-05,0,517913,2,51,0,115,0,0,0,24.0,0,2,0,113,-2,0,0,0,4,0,6,0,0,12.6,674681,0,129,0,2,3420,0,0,0,629,Swansea,,,,,2.4
Timothy,Fosu-Mensah,DEF,MUN,4100000,6,9,0.0810810810810811,1.977587343441e-08,2.19512195121951e-06,0,10107,0,0,0,0,0,0,0,2.2,0,-4,0,9,4,0,0,0,0,0,1,0,0,0.2,5238,0,40,0,0,97,0,0,0,36,Crystal Palace,,,,,0.0
Simon,Francis,DEF,BOU,4500000,1,89,2.6,5.77777777777778e-07,1.97777777777778e-05,0,176907,4,54,0,0,0,0,0,19.8,0,0,0,89,0,0,0,0,7,0,10,0,1,1.4,172920,0,462,0,1,2938,0,0,1,639,Leicester,,,,,1.3
Ryan,Fraser,MID,BOU,4600000,2,100,0.9009009009009008,1.9584802193497801e-07,2.1739130434782603e-05,0,118412,3,32,0,0,0,3,0,21.7,0,-4,0,100,4,0,0,0,8,0,7,0,9,1.2,168284,0,0,0,2,1764,0,0,0,345,Leicester,,,,,0.5
George,Friend,DEF,MID,4200000,1,59,2.5,5.95238095238095e-07,1.4047619047619e-05,0,297371,4,35,0,0,0,0,0,14.0,0,-3,0,59,3,0,0,0,6,0,4,0,3,1.8,155485,0,0,0,0,1964,0,0,0,371,Liverpool,,,,,2.4
Dael,Fry,DEF,MID,4000000,0,0,0.0,0.0,0.0,0,66449,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,4654,0,0,0,0,0,0,0,0,0,Liverpool,,,,,0.0
Ezekiel,Fryers,DEF,CRY,4500000,0,9,0.0810810810810811,1.8018018018018e-08,2e-06,0,950,0,7,0,0,0,0,0,2.0,0,0,0,9,0,0,0,0,0,0,0,0,1,0.0,1074,0,0,0,0,188,0,0,0,38,Man Utd,,,,,0.0
Christian,Fuchs,DEF,LEI,5300000,2,104,2.9,5.47169811320755e-07,1.9622641509434e-05,0,437219,10,57,0,0,0,2,0,19.6,0,-2,0,104,2,0,0,0,10,0,8,0,4,5.7,222961,0,482,0,1,3103,0,0,0,679,Bournemouth,,,,,3.8
Jay,Fulton,MID,SWA,4400000,0,19,0.171171171171171,3.89025389025389e-08,4.31818181818182e-06,0,1565,2,15,0,0,0,0,0,4.3,0,-1,0,19,1,0,0,0,0,0,3,0,0,0.0,1011,0,4,0,0,690,0,0,0,92,West Brom,,,,,0.1
Ramiro,Funes Mori,DEF,EVE,4500000,0,69,3.0,6.66666666666667e-07,1.53333333333333e-05,0,212075,0,19,0,0,0,0,0,15.3,0,-5,0,69,5,0,0,0,4,0,7,0,1,1.4,157058,0,304,0,0,1543,0,0,0,365,Arsenal,,,,,0.0
Manolo,Gabbiadini,FWD,SOU,6400000,1,38,0.342342342342342,5.3490990990991e-08,5.9375e-06,0,567272,1,12,0,0,0,4,0,5.9,0,-1,0,38,1,0,1,0,4,0,3,0,1,6.5,846541,0,0,0,1,724,0,0,0,124,Stoke,,,,,0.2
,Gabriel,DEF,ARS,4800000,0,45,2.4,5e-07,9.375e-06,0,100361,6,18,0,0,0,0,0,9.4,0,-2,0,45,2,0,0,0,2,0,5,0,0,0.8,119600,0,244,0,0,1517,0,0,0,296,Everton,,,,,0.0
Brendan,Galloway,DEF,EVE,4000000,0,9,3.0,7.5e-07,2.25e-06,0,20193,0,3,0,0,0,0,0,2.3,0,-5,0,9,5,0,0,0,0,0,1,0,0,0.2,16367,0,126,0,0,247,0,0,0,44,Arsenal,,,,,0.0
Cristian,Gamboa,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,29549,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,2019,0,0,0,0,0,0,0,0,0,Swansea,,,,,0.0
,Garcia,MID,MCI,5000000,0,4,0.03603603603603601,7.207207207207209e-09,8e-07,0,634,0,2,0,0,0,0,0,0.8,0,0,0,4,0,0,0,0,0,0,0,0,0,0.0,625,0,0,0,0,77,0,0,0,25,Watford,,,,,0.0
Craig,Gardner,MID,WBA,5100000,0,14,1.6,3.13725490196078e-07,2.7450980392156897e-06,0,7451,1,6,0,0,0,0,0,2.7,0,-4,0,14,4,0,0,0,0,0,1,0,1,0.1,5115,0,244,0,0,218,0,0,0,52,Swansea,,,,,0.0
Florin,Gardos,DEF,SOU,4000000,0,0,0.0,0.0,0.0,0,6030,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,5903,0,0,0,0,0,0,0,0,0,Stoke,,,,,0.0
Paulo,Gazzaniga,GLK,SOU,4500000,0,0,0.0,0.0,0.0,0,337,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,157,0,15,0,0,0,0,0,0,0,Stoke,,,,,0.0
Rudy,Gestede,FWD,MID,4500000,1,21,0.189189189189189,4.2042042042042e-08,4.6666666666666705e-06,0,10551,3,12,0,0,0,1,0,4.7,0,-5,0,21,5,0,0,0,0,0,1,0,0,0.1,14380,0,0,0,0,533,0,0,0,80,Liverpool,,,,,0.1
Kieran,Gibbs,DEF,ARS,4700000,0,45,0.40540540540540504,8.62564692351926e-08,9.57446808510638e-06,0,30650,3,3,0,0,0,0,0,9.6,0,-3,0,45,3,0,0,0,3,0,6,0,1,1.7,70359,0,69,0,1,702,0,0,0,201,Everton,,,,,0.2
Ben,Gibson,DEF,MID,4900000,1,121,3.2,6.53061224489796e-07,2.46938775510204e-05,0,490767,4,53,0,0,0,1,0,24.7,0,4,0,121,-4,0,0,0,14,0,11,0,1,8.8,801709,0,0,0,1,3420,0,0,0,682,Liverpool,,,,,3.5
Darron,Gibson,MID,SUN,4300000,1,17,0.153153153153153,3.56170123611984e-08,3.9534883720930196e-06,0,7021,4,12,0,0,0,0,0,4.0,0,-2,0,17,2,0,0,0,0,0,1,0,0,0.1,4152,0,44,0,0,640,0,0,0,101,Chelsea,,,,,0.1
Rene,Gilmartin,GLK,WAT,4000000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,Man City,,,,,0.0
Olivier,Giroud,FWD,ARS,8100000,0,116,4.0,4.938271604938271e-07,1.4320987654320998e-05,0,733826,2,16,0,0,0,12,0,14.3,0,-9,0,116,9,0,0,0,17,0,4,0,5,4.7,846204,0,629,0,3,1206,0,0,0,432,Everton,,,,,4.8
Shay,Given,GLK,STK,4200000,0,13,0.11711711711711699,2.7885027885027904e-08,3.0952380952381e-06,0,25611,1,14,0,18,0,0,0,3.1,0,-3,0,13,3,0,0,0,3,0,0,0,0,0.4,20683,1,24,1,1,450,0,0,0,92,Southampton,,,,,0.1
Serge,Gnabry,MID,ARS,5000000,0,0,0.0,0.0,0.0,0,1070,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,408,0,4,0,0,0,0,0,0,0,Everton,,,,,0.0
Angel,Gomes,MID,MUN,4500000,1,1,0.009009009009009009,2.002002002002e-09,2.22222222222222e-07,0,0,0,0,0,0,0,0,0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,3,0,0,0,2,Crystal Palace,,,,,0.0
Heurelho,Gomes,GLK,WAT,4900000,1,113,3.0,6.12244897959184e-07,2.3061224489795898e-05,0,101390,1,64,0,117,0,0,0,23.1,0,-1,0,113,1,0,0,0,6,0,7,0,0,1.7,46210,1,375,1,1,3337,0,0,0,681,Man City,,,,,3.0
Joseph,Gomez,DEF,LIV,4800000,0,0,0.0,0.0,0.0,0,1466,0,0,0,0,0,0,0,0.0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0.0,888,0,58,0,0,0,0,0,0,0,Middlesbrough,,,,,0.0
Bafetimbi,Gomis,FWD,SWA,6500000,0,0,0.0,0.0,0.0,0,1932,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,665,0,242,0,0,0,0,0,0,0,West Brom,,,,,0.0
Lynden,Gooch,MID,SUN,4100000,1,12,0.108108108108108,2.636783124588e-08,2.92682926829268e-06,0,9992,3,9,0,0,0,0,0,2.9,0,-4,0,12,4,0,0,0,0,0,1,0,0,0.2,14585,0,0,0,0,366,0,0,0,43,Chelsea,,,,,0.1
Dan,Gosling,MID,BOU,4700000,3,49,0.44144144144144104,9.39237109449875e-08,1.0425531914893598e-05,0,12925,6,24,0,0,0,2,0,10.4,0,-3,0,49,3,0,0,0,2,0,4,0,0,0.1,8398,0,331,0,0,1366,0,0,0,254,Leicester,,,,,0.2
Lewis,Grabban,FWD,BOU,4300000,0,6,2.0,4.65116279069767e-07,1.3953488372093e-06,0,272441,0,2,0,0,0,0,0,1.4,0,-2,0,6,2,0,0,0,0,0,0,0,1,2.9,193792,0,124,0,0,60,0,0,0,17,Leicester,,,,,0.0
Max,Gradel,MID,BOU,5000000,0,8,0.0720720720720721,1.44144144144144e-08,1.6e-06,0,13431,3,1,0,0,0,0,0,1.6,0,-5,0,8,5,0,0,0,0,0,0,0,0,0.1,1178,0,155,0,0,134,0,0,0,24,Leicester,,,,,0.0
Lee,Grant,GLK,STK,4300000,0,106,3.8,8.837209302325581e-07,2.46511627906977e-05,0,290679,1,34,0,91,0,0,0,24.7,0,3,0,106,-3,0,0,0,9,0,9,0,0,6.5,534744,0,0,0,3,2520,0,0,0,546,Southampton,,,,,4.3
Andre,Gray,FWD,BUR,6000000,5,108,3.4,5.66666666666667e-07,1.8e-05,0,767649,2,33,0,0,0,9,0,18.0,0,-5,0,108,5,0,0,0,10,0,8,0,3,4.0,486669,0,0,0,1,2260,0,0,0,303,West Ham,,,,,4.1
Demarai,Gray,MID,LEI,4800000,1,58,0.522522522522523,1.0885885885885902e-07,1.2083333333333301e-05,0,58006,2,20,0,0,0,1,0,12.1,0,-2,0,58,2,0,0,0,0,0,4,0,4,0.5,42715,0,57,0,0,1049,0,0,0,210,Bournemouth,,,,,0.3
Kamil,Grosicki,MID,HUL,5500000,1,43,0.387387387387387,7.04340704340704e-08,7.818181818181821e-06,0,15980,1,27,0,0,0,0,0,7.8,0,0,0,43,0,0,0,0,0,0,3,0,5,0.2,25724,0,0,0,0,1143,0,0,0,132,Tottenham,,,,,0.2
Marko,Grujic,MID,LIV,4300000,0,4,0.03603603603603601,8.38047349675257e-09,9.30232558139535e-07,0,27552,1,0,0,0,0,0,0,0.9,0,-7,0,4,7,0,0,0,0,0,0,0,0,0.2,2751,0,0,0,0,43,0,0,0,10,Middlesbrough,,,,,0.0
Johann Berg,Gudmundsson,MID,BUR,4800000,0,47,0.42342342342342293,8.82132132132132e-08,9.79166666666667e-06,0,22755,1,19,0,0,0,1,0,9.8,0,-7,0,47,7,0,0,0,3,0,3,0,3,0.1,13594,0,0,0,1,999,0,0,0,187,West Ham,,,,,0.2
Adlene,Guedioura,MID,MID,4200000,0,26,0.23423423423423398,5.577005577005581e-08,6.190476190476191e-06,0,8170,2,20,0,0,0,0,0,6.2,0,-3,0,26,3,0,0,0,0,0,0,0,1,0.1,7765,0,56,0,0,861,0,0,0,131,Liverpool,,,,,0.1
Idrissa,Gueye,MID,EVE,5000000,1,80,2.4,4.8e-07,1.6e-05,0,51784,11,31,0,0,0,1,0,16.0,0,0,0,80,0,0,0,0,9,0,9,0,2,0.4,53794,0,270,0,1,2681,0,0,0,540,Arsenal,,,,,1.2
Ilkay,Gundogan,MID,MCI,4900000,0,41,4.1,8.367346938775509e-07,8.36734693877551e-06,0,704743,0,8,0,0,0,3,0,8.4,0,-6,0,41,6,0,0,0,2,0,3,0,1,1.3,700011,0,0,0,1,704,0,0,0,196,Watford,,,,,0.0
Angus,Gunn,GLK,MCI,4000000,0,0,0.0,0.0,0.0,0,74,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,264,0,0,0,0,0,0,0,0,0,Watford,,,,,0.0
Bradley,Guzan,GLK,MID,4200000,3,36,0.324324324324324,7.722007722007719e-08,8.571428571428571e-06,0,36967,0,17,0,37,0,0,0,8.6,0,-3,0,36,3,0,0,0,3,0,3,0,0,0.7,28825,0,188,0,1,900,0,0,0,197,Liverpool,,,,,0.2
Ben,Hamer,GLK,LEI,4300000,0,0,0.0,0.0,0.0,0,427,0,0,0,0,0,0,0,0.0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0.0,393,0,0,0,0,0,0,0,0,0,Bournemouth,,,,,0.0
Rekeem,Harper,MID,WBA,4500000,0,0,0.0,0.0,0.0,0,194,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,285,0,0,0,0,0,0,0,0,0,Swansea,,,,,0.0
Joshua,Harrop,MID,MUN,4500000,8,8,0.0720720720720721,1.6016016016016e-08,1.77777777777778e-06,0,6,0,0,0,0,0,1,0,1.8,0,0,0,8,0,0,0,0,0,0,1,0,0,0.0,273,0,0,0,0,90,0,0,0,32,Crystal Palace,,,,,0.0
Joe,Hart,GLK,MCI,5300000,0,0,0.0,0.0,0.0,0,174581,0,0,0,0,0,0,0,0.0,0,-2,0,0,2,0,0,0,0,0,0,0,0,1.0,2933,0,360,0,0,0,0,0,0,0,Watford,,,,,0.0
Mouez,Hassen,GLK,SOU,4000000,0,0,0.0,0.0,0.0,0,252,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,564,0,0,0,0,0,0,0,0,0,Stoke,,,,,0.0
Jakob,Haugaard,GLK,STK,4300000,0,0,0.0,0.0,0.0,0,3586,0,0,0,0,0,0,0,0.0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,291,0,31,0,0,0,0,0,0,0,Southampton,,,,,0.0
Eden,Hazard,MID,CHE,10500000,9,224,6.2,5.90476190476191e-07,2.13333333333333e-05,0,2197649,3,29,0,0,0,16,0,21.3,0,5,0,224,-5,0,1,0,33,0,17,0,9,30.6,2580159,0,476,0,5,2985,0,0,0,869,Sunderland,,,,,0.0
Tom,Heaton,GLK,BUR,5100000,1,149,4.3,8.43137254901961e-07,2.9215686274509802e-05,0,464893,1,48,0,142,0,0,0,29.2,0,6,0,149,-6,0,0,0,21,0,10,0,0,18.6,976551,0,0,1,4,3150,0,0,0,741,West Ham,,,,,6.4
Jordan,Henderson,MID,LIV,6200000,0,73,0.6576576576576579,1.06073815751235e-07,1.17741935483871e-05,0,118914,8,28,0,0,0,1,0,11.8,0,-3,0,73,3,0,0,0,9,0,7,0,4,1.0,99424,0,250,0,0,2116,0,0,0,467,Middlesbrough,,,,,0.3
Jeff,Hendrick,MID,BUR,5300000,2,76,2.4,4.52830188679245e-07,1.4339622641509399e-05,0,6203,6,47,0,0,0,2,0,14.3,0,-2,0,76,2,0,0,0,1,0,9,0,1,0.1,7429,0,0,0,0,2691,0,0,1,286,West Ham,,,,,1.7
Wayne,Hennessey,GLK,CRY,4300000,1,92,3.2,7.441860465116279e-07,2.1395348837209303e-05,0,172524,1,46,0,83,0,0,0,21.4,0,-2,0,92,2,0,0,0,4,0,7,0,0,3.1,126719,0,266,0,2,2610,0,0,0,497,Man Utd,,,,,2.7
Rouwen,Hennings,FWD,BUR,4500000,0,0,0.0,0.0,0.0,0,4090,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,742,0,0,0,0,0,0,0,0,0,West Ham,,,,,0.0
Markus,Henriksen,MID,HUL,4900000,0,20,0.18018018018018,3.67714653428939e-08,4.08163265306122e-06,0,1026,1,13,0,0,0,0,0,4.1,0,-6,0,20,6,0,0,0,0,0,0,0,0,0.0,1020,0,0,0,0,638,0,0,0,75,Tottenham,,,,,0.1
Abel,Hernandez,FWD,HUL,5900000,0,72,3.0,5.084745762711859e-07,1.22033898305085e-05,0,168619,0,23,0,0,0,4,0,12.2,0,-1,0,72,1,0,0,0,6,0,4,0,4,0.9,153456,0,0,0,2,1425,0,0,0,208,Tottenham,,,,,3.3
Luis,Hernandez,DEF,LEI,4200000,0,3,0.8,1.9047619047619e-07,7.142857142857141e-07,0,21663,1,8,0,0,0,0,0,0.7,0,-3,0,3,3,0,0,0,0,0,0,0,0,0.3,5986,0,0,0,0,327,0,0,0,50,Bournemouth,,,,,0.0
Ander,Herrera,MID,MUN,6200000,0,97,3.1,5e-07,1.56451612903226e-05,0,124734,5,18,0,0,0,1,0,15.6,0,-3,0,97,3,0,0,0,11,0,13,0,6,2.2,190224,0,307,0,1,2465,0,0,1,559,Crystal Palace,,,,,2.6
Jake,Hesketh,MID,SOU,4500000,0,0,0.0,0.0,0.0,0,204,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,257,0,0,0,0,0,0,0,0,0,Stoke,,,,,0.0
Mateusz,Hewelt,GLK,EVE,4000000,0,0,0.0,0.0,0.0,0,1721,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,3037,0,0,0,0,0,0,0,0,0,Arsenal,,,,,0.0
Ben,Hinchcliffe,FWD,HUL,4500000,0,0,0.0,0.0,0.0,0,2712,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3408,0,0,0,0,0,0,0,0,0,Tottenham,,,,,0.0
Tommie,Hoban,DEF,WAT,4000000,0,0,0.0,0.0,0.0,0,13263,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1227,0,0,0,0,0,0,0,0,0,Man City,,,,,0.0
Pierre-Emile,H?jbjerg,MID,SOU,4200000,0,38,0.342342342342342,8.15100815100815e-08,9.04761904761905e-06,0,163812,2,16,0,0,0,0,0,9.0,0,-3,0,38,3,0,0,0,0,0,6,0,0,1.6,116439,0,0,0,0,1300,0,0,0,232,Stoke,,,,,0.2
Rob,Holding,DEF,ARS,4100000,1,32,0.28828828828828806,7.03142166556801e-08,7.80487804878049e-06,0,75256,3,8,0,0,0,0,0,7.8,0,-4,0,32,4,0,0,0,3,0,4,0,0,3.3,174958,0,0,0,1,810,0,0,0,171,Everton,,,,,0.1
Jose,Holebas,DEF,WAT,4600000,0,87,2.6,5.65217391304348e-07,1.89130434782609e-05,0,442080,14,61,0,0,0,2,0,18.9,0,1,0,87,-1,0,0,0,9,0,7,0,4,3.0,528595,0,96,0,1,2905,0,0,0,547,Man City,,,,,2.4
Mason,Holgate,DEF,EVE,4100000,1,54,0.48648648648648607,1.1865524060646e-07,1.31707317073171e-05,0,452707,2,18,0,0,0,0,0,13.2,0,-4,0,54,4,0,0,0,5,0,5,0,1,7.1,701907,0,0,0,0,1372,0,0,0,303,Arsenal,,,,,0.2
Nathan,Holland,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,74,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,317,0,0,0,0,0,0,0,0,0,Burnley,,,,,0.0
George,Honeyman,MID,SUN,4500000,0,7,0.0630630630630631,1.4014014014014e-08,1.55555555555556e-06,0,220,1,4,0,0,0,0,0,1.6,0,0,0,7,0,0,0,0,0,0,1,0,0,0.0,304,0,0,0,0,235,0,0,0,30,Chelsea,,,,,0.0
Tom,Huddlestone,MID,HUL,4500000,2,62,2.0,4.44444444444444e-07,1.3777777777777801e-05,0,26805,5,47,0,0,0,1,0,13.8,0,-5,0,62,5,0,0,0,5,0,4,0,2,0.2,24010,1,0,0,1,2025,0,0,1,348,Tottenham,,,,,1.4
James,Husband,DEF,MID,4000000,0,0,0.0,0.0,0.0,0,156,0,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,405,0,0,0,0,58,0,0,0,3,Liverpool,,,,,0.0
Noor,Husin,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,68,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,71,0,0,0,0,0,0,0,0,0,Man Utd,,,,,0.0
Robert,Huth,DEF,LEI,4900000,0,88,2.7,5.510204081632651e-07,1.7959183673469397e-05,0,106533,9,49,0,0,0,2,0,18.0,0,-1,0,88,1,0,0,0,1,0,9,0,2,1.8,114565,2,453,0,0,2926,0,0,0,479,Bournemouth,,,,,3.5
Emerson,Hyndman,MID,BOU,4400000,0,0,0.0,0.0,0.0,0,1375,0,0,0,0,0,0,0,0.0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0.0,680,0,0,0,0,0,0,0,0,0,Leicester,,,,,0.0
Jordon,Ibe,MID,BOU,4900000,1,36,0.324324324324324,6.61886376172091e-08,7.346938775510201e-06,0,163375,0,22,0,0,0,0,0,7.3,0,-6,0,36,6,0,0,0,0,0,3,0,0,1.1,26236,0,184,0,0,1055,0,0,0,133,Leicester,,,,,0.2
Zlatan,Ibrahimovic,FWD,MUN,11400000,0,163,5.8,5.08771929824561e-07,1.4298245614035098e-05,0,3439837,7,22,0,0,0,17,0,14.3,0,-1,0,163,1,0,1,0,28,0,11,0,7,22.8,2545887,0,0,0,6,2438,0,0,0,540,Crystal Palace,,,,,7.4
Odion,Ighalo,FWD,WAT,6800000,0,39,2.2,3.23529411764706e-07,5.73529411764706e-06,0,337689,1,29,0,0,0,1,0,5.7,0,-7,0,39,7,0,0,0,2,0,2,0,1,2.4,94311,0,709,0,0,1291,0,0,0,84,Man City,,,,,0.0
Kelechi,Iheanacho,FWD,MCI,6000000,1,52,0.468468468468469,7.807807807807809e-08,8.66666666666667e-06,0,792576,0,9,0,0,0,4,0,8.7,0,-10,0,52,10,0,0,0,6,0,1,0,3,2.3,763437,0,242,0,1,537,0,0,0,180,Watford,,,,,0.2
Giannelli,Imbula,MID,STK,4500000,0,24,0.216216216216216,4.80480480480481e-08,5.333333333333329e-06,0,14165,1,20,0,0,0,0,0,5.3,0,-5,0,24,5,0,0,0,1,0,2,0,1,0.1,5576,1,194,0,0,796,0,0,0,126,Southampton,,,,,0.1
Danny,Ings,FWD,LIV,5400000,0,0,0.0,0.0,0.0,0,23641,0,0,0,0,0,0,0,0.0,0,-6,0,0,6,0,0,0,0,0,0,0,0,0.2,4257,0,81,0,0,0,0,0,0,0,Middlesbrough,,,,,0.0
Gokhan,Inler,MID,LEI,4400000,0,0,0.0,0.0,0.0,0,9979,0,0,0,0,0,0,0,0.0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,3805,0,20,0,0,0,0,0,0,0,Bournemouth,,,,,0.0
Stephen,Ireland,MID,STK,4400000,0,0,0.0,0.0,0.0,0,671,0,0,0,0,0,0,0,0.0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0.0,597,0,18,0,0,0,0,0,0,0,Southampton,,,,,0.0
Lloyd,Isgrove,MID,SOU,4400000,0,0,0.0,0.0,0.0,0,292,0,0,0,0,0,0,0,0.0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0.0,360,0,0,0,0,0,0,0,0,0,Stoke,,,,,0.0
Branislav,Ivanovic,DEF,CHE,5600000,0,23,1.8,3.2142857142857103e-07,4.10714285714286e-06,0,194667,2,9,0,0,0,0,0,4.1,0,-4,0,23,4,0,0,0,2,0,1,0,1,2.7,34657,0,414,0,0,589,0,0,0,143,Sunderland,,,,,0.0
Alex,Iwobi,MID,ARS,5300000,1,89,0.801801801801802,1.51283358830529e-07,1.67924528301887e-05,0,280854,1,20,0,0,0,3,0,16.8,0,-7,0,89,7,0,0,0,8,0,9,0,5,1.1,261475,0,150,0,1,1456,0,0,0,352,Everton,,,,,0.4
Phil,Jagielka,DEF,EVE,4900000,0,104,3.9,7.959183673469391e-07,2.1224489795918398e-05,0,322302,4,32,0,0,0,3,0,21.2,0,-1,0,104,1,0,0,0,16,0,6,0,3,7.5,539151,0,221,0,4,2251,0,0,1,533,Arsenal,,,,,3.9
Eldin,Jakupovic,GLK,HUL,4100000,0,86,3.9,9.512195121951219e-07,2.0975609756097602e-05,0,548880,0,36,0,73,0,0,0,21.0,0,1,0,86,-1,0,0,0,7,0,5,0,0,21.9,858058,0,0,2,3,1980,0,0,0,431,Tottenham,,,,,5.0
Daniel,James,MID,SWA,4500000,0,0,0.0,0.0,0.0,0,388,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,464,0,0,0,0,0,0,0,0,0,West Brom,,,,,0.0
Matthew,James,MID,LEI,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,250,0,0,0,0,0,0,0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,229,0,0,0,0,1,0,0,0,3,Bournemouth,,,,,0.0
Daryl,Janmaat,DEF,WAT,4500000,0,50,0.45045045045045,1.001001001001e-07,1.11111111111111e-05,0,17796,2,33,0,0,0,2,0,11.1,0,-5,0,50,5,0,0,0,0,0,2,0,1,0.2,21642,0,0,0,0,1614,0,0,0,261,Man City,,,,,0.2
Vincent,Janssen,FWD,TOT,7500000,1,55,2.0,2.66666666666667e-07,7.33333333333333e-06,0,116543,0,8,0,0,0,2,0,7.3,0,-5,0,55,5,0,0,0,3,0,3,0,3,0.8,65179,0,0,0,0,845,0,0,0,134,Hull City,,,,,1.3
Adnan,Januzaj,MID,SUN,5300000,2,49,2.0,3.77358490566038e-07,9.24528301886792e-06,0,57711,3,38,0,0,0,0,0,9.2,0,-2,0,49,2,0,0,0,0,0,3,0,3,0.5,37914,0,33,0,0,1628,0,0,1,158,Chelsea,,,,,1.0
Mile,Jedinak,MID,CRY,4500000,0,2,2.0,4.44444444444444e-07,4.44444444444444e-07,0,25995,0,1,0,0,0,0,0,0.4,0,0,0,2,0,0,0,0,0,0,0,0,0,0.1,1388,0,118,0,0,90,0,0,0,8,Man Utd,,,,,0.0
Carl,Jenkinson,DEF,ARS,4800000,0,2,0.018018018018018004,3.75375375375375e-09,4.1666666666666704e-07,0,10032,0,1,0,0,0,0,0,0.4,0,-2,0,2,2,0,0,0,0,0,0,0,0,0.1,9727,0,178,0,0,82,0,0,0,12,Everton,,,,,0.0
,Jesus,FWD,MCI,9100000,11,67,6.7,7.36263736263736e-07,7.3626373626373595e-06,0,445520,2,5,0,0,0,7,0,7.4,0,1,0,67,-1,0,0,0,12,0,3,0,4,14.7,1091092,0,0,0,3,651,0,0,0,258,Watford,,,,,8.0
,Joe Williams,MID,EVE,4500000,0,0,0.0,0.0,0.0,0,58,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,111,0,0,0,0,0,0,0,0,0,Arsenal,,,,,0.0
